typename,s_size_v1,s_size_v2,s_size_v1_1,s_size_v2_1,time_ks2_allocation,time_ks2_v2,time_ks2_v2_allocation_1,time_ks2_v2_1,time_ks2_v1_allocation,time_ks2_v1,time_ks2_v1_allocation_1,time_ks2_v1_1,time_original
uncorr,48543,48620,48543,48620,0.013047,0.070192,0.013306,0.028287,0.013239,0.073924,0.014339,0.028155,0.036284
uncorr,48543,48620,48543,48620,0.017992,0.078116,0.013325,0.027982,0.013393,0.072899,0.013579,0.029330,0.036482
uncorr,48543,48620,48543,48620,0.013345,0.070207,0.013376,0.028100,0.013213,0.071375,0.013363,0.028278,0.036808
uncorr,48543,48620,48543,48620,0.013423,0.070077,0.013221,0.028101,0.013334,0.070513,0.013418,0.027872,0.036514
uncorr,48543,48620,48543,48620,0.013329,0.071374,0.013640,0.028913,0.013297,0.071922,0.014099,0.028078,0.037157
uncorr,48543,48620,48543,48620,0.013401,0.070065,0.013145,0.028086,0.013315,0.070663,0.013307,0.028129,0.036247
uncorr,48543,48620,48543,48620,0.013284,0.070043,0.013255,0.028603,0.013793,0.070971,0.013329,0.027718,0.035995
uncorr,48543,48620,48543,48620,0.013236,0.070419,0.013353,0.027796,0.013587,0.070455,0.013412,0.027976,0.036549
uncorr,48543,48620,48543,48620,0.013551,0.071832,0.013308,0.028218,0.013286,0.070725,0.013374,0.027719,0.035937
uncorr,48543,48620,48543,48620,0.013058,0.069995,0.013263,0.027686,0.013123,0.070476,0.013239,0.027796,0.036145
uncorr,48543,48620,48543,48620,0.013248,0.070321,0.013443,0.027988,0.013231,0.071064,0.013326,0.028134,0.036199
uncorr,48543,48620,48543,48620,0.013309,0.071528,0.013400,0.027974,0.013310,0.070848,0.013211,0.027967,0.036415
uncorr,48543,48620,48543,48620,0.013818,0.070817,0.013492,0.027796,0.013189,0.070602,0.013093,0.027805,0.036080
uncorr,48543,48620,48543,48620,0.013270,0.070121,0.013472,0.027666,0.013305,0.070684,0.013457,0.027899,0.036947
uncorr,48543,48620,48543,48620,0.013234,0.070399,0.013376,0.027722,0.013547,0.070662,0.013328,0.027739,0.035986
uncorr,48543,48620,48543,48620,0.013266,0.070489,0.013433,0.028113,0.013233,0.070698,0.013343,0.028038,0.036266
uncorr,48543,48620,48543,48620,0.013310,0.070094,0.013280,0.028086,0.013124,0.070938,0.013332,0.028367,0.036615
uncorr,48543,48620,48543,48620,0.013389,0.070238,0.013299,0.028498,0.013531,0.071281,0.013486,0.028261,0.041525
uncorr,48543,48620,48543,48620,0.013850,0.078076,0.014542,0.030307,0.014512,0.100431,0.014135,0.033721,0.057087
uncorr,48543,48620,48543,48620,0.017006,0.099129,0.017914,0.045059,0.016711,0.114119,0.019745,0.039475,0.043265
uncorr,48543,48620,48543,48620,0.015793,0.078921,0.014849,0.030273,0.014797,0.079521,0.015761,0.031707,0.041085
uncorr,48543,48620,48543,48620,0.014329,0.090838,0.015350,0.030948,0.014831,0.080532,0.014050,0.030100,0.038086
uncorr,48543,48620,48543,48620,0.013655,0.071265,0.013432,0.027996,0.013467,0.073552,0.013830,0.028499,0.037171
uncorr,48543,48620,48543,48620,0.013577,0.072503,0.014889,0.031116,0.019982,0.074253,0.013603,0.028339,0.039758
uncorr,48543,48620,48543,48620,0.014069,0.071400,0.013509,0.028609,0.013619,0.071529,0.013600,0.030678,0.037354
almost,49390,49565,49390,49565,0.013912,0.034821,0.014154,0.028585,0.014201,0.036311,0.014154,0.028813,0.036787
almost,49390,49565,49390,49565,0.013906,0.034512,0.015482,0.029661,0.014343,0.033675,0.013813,0.028461,0.036679
almost,49390,49565,49390,49565,0.013677,0.033330,0.014110,0.028181,0.014479,0.034049,0.014118,0.028612,0.036484
almost,49390,49565,49390,49565,0.013679,0.033324,0.013786,0.029001,0.014153,0.035153,0.014404,0.029981,0.037981
almost,49390,49565,49390,49565,0.013700,0.033414,0.013919,0.029366,0.013718,0.034901,0.014035,0.028589,0.036698
almost,49390,49565,49390,49565,0.013739,0.033684,0.013814,0.028330,0.013754,0.034733,0.013976,0.030800,0.041972
almost,49390,49565,49390,49565,0.014697,0.036941,0.013935,0.028639,0.013821,0.033887,0.013943,0.028390,0.036453
almost,49390,49565,49390,49565,0.013837,0.034261,0.014241,0.028492,0.013807,0.034513,0.014473,0.028794,0.036614
almost,49390,49565,49390,49565,0.013871,0.033692,0.014133,0.031192,0.014800,0.034723,0.014293,0.030021,0.036637
almost,49390,49565,49390,49565,0.013856,0.033517,0.014405,0.029125,0.013930,0.033979,0.013975,0.028718,0.038922
almost,49390,49565,49390,49565,0.015084,0.036584,0.015155,0.031191,0.015345,0.035915,0.014597,0.029106,0.037809
almost,49390,49565,49390,49565,0.014147,0.034463,0.013936,0.028793,0.014245,0.034917,0.014041,0.029593,0.037350
almost,49390,49565,49390,49565,0.013650,0.033882,0.014039,0.029314,0.015427,0.037160,0.014878,0.033469,0.039914
almost,49390,49565,49390,49565,0.016320,0.035256,0.015133,0.029883,0.014665,0.034294,0.014084,0.028699,0.037305
almost,49390,49565,49390,49565,0.013936,0.034040,0.013796,0.029586,0.013990,0.035163,0.013869,0.029673,0.037575
almost,49390,49565,49390,49565,0.014093,0.035280,0.014345,0.030573,0.014687,0.035671,0.014016,0.029934,0.037933
almost,49390,49565,49390,49565,0.013817,0.034873,0.013910,0.029890,0.014139,0.035680,0.014014,0.029663,0.037610
almost,49390,49565,49390,49565,0.014138,0.035390,0.014142,0.030437,0.014011,0.035488,0.014414,0.030507,0.039653
almost,49390,49565,49390,49565,0.015222,0.035473,0.015547,0.028965,0.014230,0.043207,0.015102,0.029989,0.039290
almost,49390,49565,49390,49565,0.016749,0.058296,0.017247,0.031140,0.014139,0.033816,0.013806,0.028337,0.036907
almost,49390,49565,49390,49565,0.014062,0.033886,0.014075,0.028504,0.013676,0.034445,0.014840,0.030559,0.037834
almost,49390,49565,49390,49565,0.013831,0.034032,0.014679,0.030254,0.013870,0.035868,0.016169,0.029392,0.036471
almost,49390,49565,49390,49565,0.013895,0.033444,0.014285,0.028424,0.014297,0.035075,0.014060,0.028825,0.036555
almost,49390,49565,49390,49565,0.013628,0.033943,0.014283,0.028859,0.013906,0.034739,0.014259,0.029859,0.039433
almost,49390,49565,49390,49565,0.014723,0.035051,0.014714,0.029307,0.014731,0.036223,0.014211,0.029696,0.039539
almost,49390,49565,49390,49565,0.014709,0.034757,0.014108,0.028565,0.014490,0.034203,0.014471,0.028658,0.037000
almost,49390,49565,49390,49565,0.014403,0.033599,0.013891,0.031580,0.015155,0.036319,0.014258,0.028842,0.036695
almost,49390,49565,49390,49565,0.013822,0.033615,0.014467,0.028598,0.013800,0.033891,0.013691,0.028997,0.036922
almost,49390,49565,49390,49565,0.014488,0.033910,0.014000,0.028656,0.013857,0.033820,0.013699,0.028979,0.037836
almost,49390,49565,49390,49565,0.014163,0.034346,0.014138,0.030419,0.013928,0.035142,0.014045,0.029548,0.037423
almost,49390,49565,49390,49565,0.013878,0.034966,0.014037,0.029742,0.015581,0.033946,0.014185,0.028917,0.036648
almost,49390,49565,49390,49565,0.013683,0.033673,0.013844,0.028618,0.013664,0.033688,0.013753,0.028304,0.036598
almost,49390,49565,49390,49565,0.013676,0.033443,0.013944,0.028357,0.013788,0.033666,0.013938,0.028800,0.037038
almost,49390,49565,49390,49565,0.013877,0.034018,0.013887,0.029262,0.014897,0.034046,0.013809,0.028555,0.036633
almost,49390,49565,49390,49565,0.013802,0.033569,0.014050,0.028211,0.014134,0.036094,0.013784,0.028314,0.037323
almost,49390,49565,49390,49565,0.013859,0.033282,0.014013,0.028591,0.013920,0.034016,0.014071,0.028372,0.036460
almost,49390,49565,49390,49565,0.013766,0.034513,0.013926,0.029395,0.014022,0.035241,0.013918,0.029652,0.037572
almost,49390,49565,49390,49565,0.014034,0.035014,0.014061,0.029353,0.014026,0.034132,0.013760,0.028258,0.038341
almost,49390,49565,49390,49565,0.014347,0.035455,0.014461,0.030052,0.015021,0.037709,0.014931,0.029813,0.040685
almost,49390,49565,49390,49565,0.015723,0.036145,0.015134,0.032409,0.014146,0.034310,0.014022,0.029164,0.036898
almost,49390,49565,49390,49565,0.013814,0.033799,0.013988,0.028485,0.014026,0.033891,0.013884,0.028443,0.036174
almost,49390,49565,49390,49565,0.013547,0.033305,0.013733,0.029165,0.013907,0.033719,0.013721,0.028387,0.036386
almost,49390,49565,49390,49565,0.013612,0.033648,0.014139,0.028550,0.013916,0.033776,0.013904,0.028781,0.037373
almost,49390,49565,49390,49565,0.013910,0.033893,0.014037,0.028940,0.014009,0.034376,0.013982,0.029938,0.036829
almost,49390,49565,49390,49565,0.014073,0.034172,0.013881,0.028946,0.013960,0.034324,0.014099,0.028831,0.037053
almost,49390,49565,49390,49565,0.013713,0.033886,0.013949,0.029292,0.014654,0.035679,0.013992,0.029118,0.036733
almost,49390,49565,49390,49565,0.013766,0.033890,0.013861,0.028984,0.014057,0.034512,0.013804,0.029335,0.037218
almost,49390,49565,49390,49565,0.013976,0.034123,0.013846,0.029085,0.013919,0.034292,0.013749,0.028907,0.037255
almost,49390,49565,49390,49565,0.013904,0.033854,0.014801,0.028933,0.013790,0.034659,0.013808,0.029036,0.038012
almost,49390,49565,49390,49565,0.014124,0.034195,0.013797,0.028901,0.014301,0.034329,0.013862,0.028592,0.036922
almost,49390,49565,49390,49565,0.014009,0.033425,0.013787,0.028720,0.014027,0.034259,0.014190,0.028718,0.036839
almost,49390,49565,49390,49565,0.013823,0.034016,0.013917,0.028937,0.013995,0.034397,0.013894,0.028724,0.036824
almost,49390,49565,49390,49565,0.014233,0.034521,0.013945,0.029242,0.013978,0.034429,0.013818,0.030900,0.036798
almost,49390,49565,49390,49565,0.013829,0.034133,0.013934,0.029347,0.013842,0.034420,0.014035,0.028536,0.038146
almost,49390,49565,49390,49565,0.013885,0.033279,0.013821,0.028410,0.013952,0.034282,0.013898,0.029523,0.037796
almost,49390,49565,49390,49565,0.014033,0.034810,0.014030,0.029756,0.014069,0.035288,0.013891,0.029583,0.037562
almost,49390,49565,49390,49565,0.014056,0.034699,0.014275,0.029448,0.014045,0.035290,0.014193,0.029965,0.036878
almost,49390,49565,49390,49565,0.013799,0.035905,0.014012,0.029064,0.014132,0.034476,0.013795,0.028386,0.037059
almost,49390,49565,49390,49565,0.013953,0.033241,0.013794,0.028151,0.013893,0.033833,0.013909,0.028280,0.036526
almost,49390,49565,49390,49565,0.013744,0.033304,0.013866,0.028340,0.013875,0.033872,0.013874,0.028346,0.037018
almost,49390,49565,49390,49565,0.013883,0.033904,0.014240,0.028621,0.014129,0.034376,0.014068,0.028367,0.037320
almost,49390,49565,49390,49565,0.013788,0.033584,0.013826,0.030359,0.013920,0.035087,0.013823,0.028431,0.036423
almost,49390,49565,49390,49565,0.013720,0.033442,0.013786,0.028359,0.013747,0.033846,0.013949,0.028676,0.036931
almost,49390,49565,49390,49565,0.013975,0.033487,0.013961,0.028482,0.013956,0.033596,0.013960,0.028965,0.038727
almost,49390,49565,49390,49565,0.013689,0.033317,0.014003,0.028209,0.013838,0.033811,0.013700,0.028564,0.036715
almost,49390,49565,49390,49565,0.013815,0.034424,0.013803,0.029569,0.014020,0.035828,0.014148,0.029498,0.036776
almost,49390,49565,49390,49565,0.013586,0.036473,0.013816,0.028355,0.013959,0.034057,0.013788,0.028357,0.036660
almost,49390,49565,49390,49565,0.014127,0.033541,0.013953,0.028148,0.013983,0.039545,0.014032,0.029554,0.037100
almost,49390,49565,49390,49565,0.014040,0.034108,0.013968,0.028344,0.013880,0.037770,0.014798,0.028584,0.036493
almost,49390,49565,49390,49565,0.013882,0.033316,0.014043,0.029564,0.014014,0.034482,0.013928,0.028471,0.036992
almost,49390,49565,49390,49565,0.013641,0.033286,0.013835,0.028458,0.013747,0.034851,0.013926,0.029688,0.038218
almost,49390,49565,49390,49565,0.014330,0.034807,0.014040,0.028468,0.013708,0.033784,0.013852,0.028332,0.036916
almost,49390,49565,49390,49565,0.014053,0.033974,0.014101,0.029623,0.014167,0.035128,0.013981,0.029690,0.039303
almost,49390,49565,49390,49565,0.015090,0.033472,0.013753,0.028513,0.013962,0.034458,0.013991,0.028527,0.037590
almost,49390,49565,49390,49565,0.013755,0.033397,0.013830,0.028509,0.013928,0.033814,0.013736,0.028568,0.037051
almost,49390,49565,49390,49565,0.014027,0.034439,0.014004,0.028184,0.014024,0.033810,0.013812,0.028260,0.036557
almost,49390,49565,49390,49565,0.013559,0.033715,0.014240,0.028584,0.013853,0.033798,0.013814,0.028732,0.036372
almost,49390,49565,49390,49565,0.013673,0.033291,0.013668,0.028420,0.014044,0.034050,0.014057,0.028231,0.036956
almost,49390,49565,49390,49565,0.014041,0.041180,0.015140,0.051107,0.017513,0.040909,0.013730,0.028838,0.036547
almost,49390,49565,49390,49565,0.015154,0.033420,0.014093,0.030834,0.014036,0.033670,0.013774,0.028415,0.036516
almost,49390,49565,49390,49565,0.013772,0.033233,0.014171,0.028280,0.013947,0.033625,0.013809,0.028311,0.037341
almost,49390,49565,49390,49565,0.014182,0.033510,0.013941,0.029758,0.014764,0.035055,0.013831,0.028367,0.036709
almost,49390,49565,49390,49565,0.013645,0.033608,0.014011,0.028597,0.014056,0.034220,0.013918,0.028636,0.036779
almost,49390,49565,49390,49565,0.013746,0.033530,0.013860,0.028358,0.014011,0.034065,0.013928,0.028409,0.037996
almost,49390,49565,49390,49565,0.013735,0.033786,0.014743,0.028644,0.013761,0.033968,0.013995,0.028264,0.036864
almost,49390,49565,49390,49565,0.013830,0.033286,0.013996,0.028434,0.014063,0.033858,0.013820,0.028319,0.036892
almost,49390,49565,49390,49565,0.013803,0.033228,0.014427,0.031191,0.015179,0.034848,0.013998,0.029445,0.040040
almost,49390,49565,49390,49565,0.015205,0.035789,0.014774,0.030032,0.014487,0.036011,0.014401,0.029421,0.038898
almost,49390,49565,49390,49565,0.014032,0.035063,0.015140,0.029087,0.014423,0.034255,0.014066,0.029619,0.037543
almost,49390,49565,49390,49565,0.014262,0.034979,0.014587,0.029601,0.014344,0.034147,0.013837,0.028980,0.037252
almost,49390,49565,49390,49565,0.014246,0.034242,0.014164,0.028796,0.014079,0.034690,0.014304,0.029232,0.038393
almost,49390,49565,49390,49565,0.014606,0.034582,0.014639,0.029492,0.014240,0.034758,0.013986,0.028939,0.037176
almost,49390,49565,49390,49565,0.014074,0.034401,0.014034,0.028955,0.014019,0.034632,0.016508,0.041777,0.060504
almost,49390,49565,49390,49565,0.019315,0.041992,0.016475,0.029424,0.014806,0.035983,0.014631,0.029086,0.037596
almost,49390,49565,49390,49565,0.013908,0.034260,0.014646,0.030146,0.015420,0.037849,0.015287,0.029405,0.038757
almost,49390,49565,49390,49565,0.014081,0.034877,0.013907,0.029813,0.013912,0.034960,0.014056,0.029002,0.037245
almost,49390,49565,49390,49565,0.013879,0.036342,0.014625,0.034433,0.015389,0.034441,0.013970,0.029350,0.039665
almost,49390,49565,49390,49565,0.014399,0.034191,0.014067,0.028628,0.013789,0.034079,0.013845,0.028441,0.037040
almost,49390,49565,49390,49565,0.014286,0.033503,0.013909,0.028295,0.014914,0.035430,0.014874,0.030097,0.040763
almost,49390,49565,49390,49565,0.015976,0.038798,0.015264,0.031342,0.015162,0.037221,0.014785,0.031357,0.038035
inv,44197,44642,44197,44642,0.012604,0.626470,0.012130,0.026154,0.012270,0.548487,0.012705,0.027165,0.037103
inv,44197,44642,44197,44642,0.012472,0.553565,0.012699,0.027392,0.013098,0.552935,0.012811,0.026253,0.037803
inv,44197,44642,44197,44642,0.012484,0.572885,0.013548,0.028257,0.012514,0.575028,0.012593,0.026823,0.039799
inv,44197,44642,44197,44642,0.012417,0.558127,0.012335,0.046722,0.014183,0.571249,0.013075,0.027251,0.040711
inv,44197,44642,44197,44642,0.012637,0.537890,0.011930,0.025355,0.011782,0.536835,0.013124,0.025472,0.035345
inv,44197,44642,44197,44642,0.011572,0.532403,0.012042,0.025673,0.011555,0.532783,0.011868,0.025449,0.035606
inv,44197,44642,44197,44642,0.012175,0.532881,0.012295,0.025342,0.011766,0.558371,0.012732,0.026367,0.038087
inv,44197,44642,44197,44642,0.012620,0.544442,0.012160,0.025980,0.011860,0.539608,0.011790,0.025212,0.035533
inv,44197,44642,44197,44642,0.011951,0.533112,0.011907,0.025767,0.012004,0.532982,0.011873,0.025366,0.036417
inv,44197,44642,44197,44642,0.011770,0.532614,0.012250,0.025493,0.011580,0.532485,0.011854,0.025564,0.035270
inv,44197,44642,44197,44642,0.012346,0.531777,0.012227,0.025371,0.011461,0.538803,0.011967,0.025332,0.035277
inv,44197,44642,44197,44642,0.011753,0.534213,0.012580,0.029082,0.011782,0.530391,0.011821,0.029405,0.035714
inv,44197,44642,44197,44642,0.011830,0.533497,0.011761,0.025465,0.011699,0.529418,0.012295,0.026005,0.035464
inv,44197,44642,44197,44642,0.011966,0.532464,0.011907,0.025393,0.011650,0.533986,0.011878,0.025854,0.035431
inv,44197,44642,44197,44642,0.012887,0.532223,0.012051,0.025369,0.011697,0.538314,0.012008,0.025625,0.035360
inv,44197,44642,44197,44642,0.011976,0.530290,0.012010,0.025687,0.011724,0.531757,0.011922,0.025555,0.035508
inv,44197,44642,44197,44642,0.011897,0.532618,0.011838,0.025262,0.011685,0.529287,0.011941,0.025932,0.035991
inv,44197,44642,44197,44642,0.011898,0.532449,0.011800,0.025490,0.011808,0.529124,0.011988,0.025382,0.035686
inv,44197,44642,44197,44642,0.012436,0.533173,0.011942,0.025609,0.011857,0.529920,0.011840,0.025341,0.035677
inv,44197,44642,44197,44642,0.011896,0.536340,0.012047,0.025236,0.011749,0.532848,0.011918,0.025389,0.035411
inv,44197,44642,44197,44642,0.011739,0.530480,0.011889,0.027385,0.011934,0.539927,0.011656,0.025271,0.036186
inv,44197,44642,44197,44642,0.011914,0.533460,0.012022,0.025511,0.011811,0.529233,0.012186,0.025558,0.035476
inv,44197,44642,44197,44642,0.011740,0.530689,0.011907,0.025826,0.011745,0.531015,0.011787,0.027251,0.035398
inv,44197,44642,44197,44642,0.011727,0.547544,0.013022,0.026757,0.012716,0.544085,0.012314,0.027528,0.038497
inv,44197,44642,44197,44642,0.013002,0.545733,0.013303,0.027110,0.011961,0.567788,0.012452,0.030673,0.039260
