typename,s_size_v1,s_size_v2,s_size_v1_1,s_size_v2_1,time_ks2_allocation,time_ks2_v2,time_ks2_v2_allocation_1,time_ks2_v2_1,time_ks2_v1_allocation,time_ks2_v1,time_ks2_v1_allocation_1,time_ks2_v1_1,time_original
weak,46250,46526,46250,46526,0.013767,0.064969,0.014805,0.029904,0.013542,0.061553,0.013785,0.027754,0.035975
weak,46250,46526,46250,46526,0.012571,0.060937,0.013069,0.028824,0.013157,0.058367,0.012698,0.028201,0.037539
weak,46250,46526,46250,46526,0.013614,0.060847,0.013844,0.030110,0.015036,0.062387,0.014759,0.031363,0.040127
weak,46250,46526,46250,46526,0.012868,0.059610,0.015965,0.030866,0.013050,0.058292,0.013460,0.029309,0.040494
weak,46250,46526,46250,46526,0.014101,0.058284,0.012745,0.028804,0.013029,0.058336,0.013046,0.029017,0.040509
weak,46250,46526,46250,46526,0.012698,0.059226,0.013253,0.028407,0.012891,0.059796,0.012835,0.029484,0.039406
weak,46250,46526,46250,46526,0.013911,0.064464,0.013504,0.028402,0.013615,0.058715,0.012716,0.029343,0.039652
weak,46250,46526,46250,46526,0.014685,0.061426,0.013946,0.033073,0.014262,0.063084,0.013919,0.029408,0.038336
weak,46250,46526,46250,46526,0.013325,0.070868,0.016705,0.032091,0.015556,0.059595,0.013305,0.029311,0.036188
weak,46250,46526,46250,46526,0.012760,0.057737,0.012977,0.027961,0.014357,0.063497,0.013633,0.028809,0.039503
weak,46250,46526,46250,46526,0.013737,0.058334,0.012941,0.030687,0.013301,0.061088,0.013767,0.028239,0.036075
weak,46250,46526,46250,46526,0.013015,0.057863,0.013300,0.028354,0.013020,0.061850,0.013080,0.027676,0.039580
weak,46250,46526,46250,46526,0.014035,0.062761,0.013451,0.028878,0.013482,0.066349,0.012841,0.027996,0.036676
weak,46250,46526,46250,46526,0.012621,0.060473,0.014248,0.030448,0.013562,0.060919,0.013905,0.027844,0.036407
weak,46250,46526,46250,46526,0.012831,0.057872,0.012880,0.027415,0.012649,0.057543,0.012678,0.027549,0.035754
weak,46250,46526,46250,46526,0.012497,0.057332,0.012778,0.027291,0.012506,0.063143,0.015057,0.031822,0.038704
weak,46250,46526,46250,46526,0.012926,0.060325,0.013013,0.027288,0.012571,0.057673,0.012499,0.027422,0.036190
weak,46250,46526,46250,46526,0.012675,0.057917,0.012582,0.027286,0.012660,0.059542,0.014908,0.030354,0.039027
weak,46250,46526,46250,46526,0.013887,0.064070,0.013091,0.028005,0.012694,0.057839,0.012690,0.028213,0.036397
weak,46250,46526,46250,46526,0.012857,0.063402,0.013469,0.029179,0.015027,0.061192,0.013681,0.029571,0.042178
weak,46250,46526,46250,46526,0.014469,0.062033,0.014648,0.030749,0.014629,0.062573,0.014508,0.029840,0.038399
weak,46250,46526,46250,46526,0.013468,0.060644,0.014131,0.029774,0.013342,0.062200,0.014541,0.030174,0.038427
weak,46250,46526,46250,46526,0.015645,0.062862,0.015023,0.029180,0.013457,0.061254,0.014154,0.029790,0.040214
weak,46250,46526,46250,46526,0.013416,0.062519,0.014099,0.030018,0.013507,0.064147,0.014057,0.029784,0.041422
weak,46250,46526,46250,46526,0.014529,0.062252,0.017402,0.031170,0.014282,0.065926,0.014983,0.029039,0.039935
weak,46250,46526,46250,46526,0.014306,0.061201,0.013739,0.028484,0.014128,0.063378,0.014715,0.031726,0.039923
weak,46250,46526,46250,46526,0.014298,0.062672,0.014034,0.032351,0.014243,0.060972,0.013351,0.031956,0.038627
weak,46250,46526,46250,46526,0.012765,0.059537,0.013692,0.029901,0.013079,0.060546,0.014557,0.031969,0.039933
weak,46250,46526,46250,46526,0.013778,0.061508,0.014236,0.031090,0.013439,0.057838,0.013232,0.027780,0.038221
weak,46250,46526,46250,46526,0.013959,0.060582,0.013762,0.029067,0.013380,0.059530,0.013476,0.029629,0.038366
weak,46250,46526,46250,46526,0.013864,0.059098,0.013202,0.027144,0.012410,0.057301,0.013168,0.028390,0.036363
weak,46250,46526,46250,46526,0.012508,0.058558,0.012780,0.027585,0.012545,0.057775,0.012566,0.027670,0.036504
weak,46250,46526,46250,46526,0.012810,0.064951,0.013540,0.029938,0.015013,0.064558,0.015911,0.032283,0.040419
weak,46250,46526,46250,46526,0.014487,0.063693,0.014909,0.032559,0.015039,0.066008,0.014570,0.028989,0.037760
weak,46250,46526,46250,46526,0.013781,0.059624,0.013005,0.027367,0.012651,0.058002,0.012616,0.028582,0.036771
weak,46250,46526,46250,46526,0.013237,0.060653,0.015077,0.036840,0.014116,0.080367,0.012936,0.029370,0.036479
weak,46250,46526,46250,46526,0.012570,0.059049,0.013015,0.028190,0.012655,0.057487,0.012867,0.027545,0.036835
weak,46250,46526,46250,46526,0.012978,0.059617,0.012837,0.028193,0.012708,0.060009,0.012952,0.028463,0.037774
weak,46250,46526,46250,46526,0.012760,0.068674,0.015340,0.030481,0.013451,0.062854,0.014902,0.030133,0.041388
weak,46250,46526,46250,46526,0.012935,0.059145,0.014675,0.030551,0.014647,0.066371,0.013616,0.029344,0.040044
weak,46250,46526,46250,46526,0.015029,0.062293,0.015330,0.030748,0.013242,0.062315,0.014044,0.029947,0.039104
weak,46250,46526,46250,46526,0.013290,0.060453,0.013922,0.029082,0.013520,0.061300,0.014628,0.029801,0.037138
weak,46250,46526,46250,46526,0.013087,0.058738,0.013622,0.029298,0.013739,0.060857,0.014109,0.029918,0.036170
